Sr. No.,STATE_NAME,DISTRICT_NAME,BLOCK_NAME,HABITATION_NAME,HAB_CODE,MASTER_FACILITY_DESC,ADDRESS,FILE_UPLOAD_DATE,MASTER_FACILITY_CATEGORY_NAME,SUB_CATEGORY,LATITUDE,LONGITUDE,Postcode_py,address_py
7321,Odisha,Malkangiri,Kalimela,Kalimela,489912,CHC  AT KALIMELA ,KALIMELA ,17-Dec-19,Medical ,Bedded Hospital,18.06822997,81.74676097,764047,"CHC, Kalimela, NH326, Kalimela, Malkangiri District, Odisha, 764047, India"
7322,Odisha,Ganjam,Hingilicut,Kanchudu,500572,Sankar eye hospital,Kanchuru jn,10-Oct-20,Medical ,Bedded Hospital,19.4252772,84.7666437,761101,"Kanchuru, Hinjili, Ganjam District, Odisha, 761101, India"
7323,Odisha,Cuttack,Narsinghpur,Kanpur,505920,Community Health Centre Kanpur,At/po Kanpur,03-Dec-19,Medical ,Community Health Centre,20.40689436,85.17543614,754037,"Medical Road, Kanpur Upara Chhaka Market Area, Nua Tamara, Kanpur, Cuttack District, Odisha, 754037, India"
7324,Odisha,Kandhamal,Phiringia,Balandapara,78951,Bedded hospital ,Balandapada ,10-Dec-19,Medical ,Bedded Hospital,20.49926658,83.85889965,762002,"GH Balandapada, Gochhapada, Kandhamal District, Odisha, 762002, India"
7325,Odisha,Kandhamal,Balliguda,Baliguda,81391,CHC ,Balliguda,24-Jan-20,Medical ,Community Health Centre,20.19948157,83.91010725,762103,"PHC, Baliguda, NH59, Baliguda, Kandhamal District, Odisha, 762103, India"
7326,Odisha,Kalahandi,Junagarh,Baldiamal,80072,CHC Junagarh,Junagarh,11-Dec-19,Medical ,Community Health Centre,19.8596129,82.93114986,766014,"Junagarh, Kalahandi District, Odisha, 766014, India"
7327,Odisha,Kendrapara,Rajkanika,Balarampur,79382,R N Hospital ,Olaver,29-Nov-19,Medical ,Bedded Hospital,20.73647167,86.66493,754227,"Olaver Hospital, SH9A, Raj Kanika, Rajkanika, Kendrapara District, Odisha, 754227, India"
7328,Odisha,Puri,Puri,Baliput,82004,Health And Wellness Center,Baliput,06-Dec-19,Medical ,Bedded Hospital,19.9248557,85.92557643,752045,"Sadar, Puri District, Odisha, India"
7329,Odisha,Jagatsinghpur,Balikuda,Balisahi,82073,CHC medical Balikuda,Medical road,26-Nov-19,Medical ,Community Health Centre,20.13765858,86.26730384,754108,"UGPHC,Balikuda, NH55, Balikuda, Jagatsinghapur District, Odisha, 754108, India"
7330,Odisha,Cuttack,Salipur,Balisahi,82064,Comunity Health Center,at-  Balisahi,09-Dec-19,Medical ,Community Health Centre,20.47243703,86.09711236,754202,"CHC, Salipur, SH9A, Nischintakoili, Salepur, Cuttack District, Odisha, 754202, India"
7331,Odisha,Cuttack,Salipur,Balisahi,82064,Baded Hospital,at- Balisahi,09-Dec-19,Medical ,Bedded Hospital,20.47311995,86.09656259,754202,"CHC, Salipur, SH9A, Nischintakoili, Salepur, Cuttack District, Odisha, 754202, India"
7332,Odisha,Jajpur,Badachana,Balipadia,81829,Govt Yurvedic Dispensary,Balipadia Barada Jajpur,13-Feb-20,Medical ,Bedded Hospital,20.6175406,86.30445936,754236,"Balichandrapur, Jajpur District, Odisha, 754236, India"
7333,Odisha,Khurda,Balipatna,Balipatna,81883,Community Health  Center,Balipatna,16-Dec-19,Medical ,Community Health Centre,20.18691667,85.97127167,752102,"Balipatna, Khordha District, Odisha, 752102, India"
7334,Odisha,Jharsuguda,Lakhanpur,Banharpali,91349,In thermal hospital,Banaharpali,12-Dec-19,Medical ,Bedded Hospital,21.70171282,83.875268,768234,"ITPS Colony, Lakhanpur, Jharsuguda District, Odisha, 768234, India"
7335,Odisha,Jharsuguda,Lakhanpur,Banharpali,91349,Ib Thermal Hospital,Banaharpali,12-Dec-19,Medical ,Bedded Hospital,21.70146286,83.87535947,768234,"ITPS Colony, Lakhanpur, Jharsuguda District, Odisha, 768234, India"
7336,Odisha,Jharsuguda,Lakhanpur,Bandhabahal,88443,Lakhanpur Hospital MCL,Bandhabahal,12-Dec-19,Medical ,Bedded Hospital,21.75176323,83.86770855,768211,"Bandhabahal, Banaharapali, Jharsuguda District, Odisha, 768211, India"
7337,Odisha,Kandhamal,Daringbadi,Bamunigan,86006,Health and Wellness Centre ,Bamunigaon,15-Jan-20,Medical ,Bedded Hospital,19.6522352,84.07429694,762104,"MDR60-A, Brahmanigaon, Kandhamal District, Odisha, 762104, India"
7338,Odisha,Keonjhar,Bansapal,Banspal,95250,community health centre,banspal,04-Dec-19,Medical ,Community Health Centre,21.60641076,85.41583589,758072,"Nayakote, Kendujhar District, Odisha, 758072, India"
7339,Odisha,Mayurbhanj,Udala,Sridamchandrapur,1010229,Medical ,Sridamchandrapur ,30-Nov-19,Medical ,Community Health Centre,21.65036333,86.533675,757087,"CHC,Sridamchandrapur, Udala, Mayurbhanj District, Odisha, 757087, India"
7340,Odisha,Puri,Kakatpur,Bangurigaon,91263,community health center,bangurigaon,09-Dec-19,Medical ,Community Health Centre,19.9422728,86.19114833,752118,"Kakatpur, Puri District, Odisha, 752118, India"
7341,Odisha,Balasore,Remuna,Srijang,1010311,BEDDED HOSPITAL,Sriung,16-Mar-20,Medical ,Bedded Hospital,21.35200677,86.86547091,756037,"PHC, Srijung, Purastampur - Nidhipada - Gudu .0- Chandipur Road, Baleshwar Sadar, Baleshwar District, Odisha, 756037, India"
7342,Odisha,Sundargarh,Kuanramunda,Banki,93658,CHC II,Biramitrapur,28-Feb-20,Medical ,Community Health Centre,22.40655809,84.72466672,770033,"Biramitrapur, Sundargarh District, Odisha, 770033, India"
7343,Odisha,Jajpur,Bari,Bari,103692,community health center bari,bari,06-Dec-19,Medical ,Community Health Centre,20.66805552,86.36011731,755024,"Bari - Ramachandrapur, Jajpur District, Odisha, 755024, India"
7344,Odisha,Sundargarh,Bargaon,Bargaon,102358,CHC,Bargaon,09-Dec-19,Medical ,Community Health Centre,22.16767821,84.29875296,770022,"Bargaon, Baragaon, Sundargarh District, Odisha, 770022, India"
7345,Odisha,Nayagarh,Khandapara,Baradabari,97347,community health centre ,bardabadi,20-Nov-19,Medical ,Community Health Centre,20.2657722,85.1741058,752077,"Khandapada - Kantilo Road, Khandapada, Nayagarh District, Odisha, 752077, India"
7346,Odisha,Ganjam,Hingilicut,Belagaon,121040,CHC,Belgam,26-Nov-19,Medical ,Community Health Centre,19.42921235,84.8257003,761003,"Government Hospital, Bellagam, Nandika - Bhabandha Road, Bhabandha, Hinjili, Ganjam District, Odisha, 761003, India"
7347,Odisha,Mayurbhanj,Betnati,Basinga,111763,Beded Hospital,Baisinga,04-Dec-19,Medical ,Bedded Hospital,21.64912278,86.90893354,757028,"Goverment hospital,Baisinga, NH18, Baisinga, Mayurbhanj District, Odisha, 757028, India"
7348,Odisha,Boudh,Boudh,Baunsuni,115486,Community Health Centre Baunsuni ,Baunsuni ,27-Nov-19,Medical ,Community Health Centre,20.80371038,84.06496649,762015,"CHC, Baunsuni, NH57, Baunsuni, Boudh District, Odisha, 762015, India"
7349,Odisha,Jajpur,Korei,Sadakpur,931334,COMMUNITY HEALTH CENTRE,KOREI,27-Jan-20,Medical ,Community Health Centre,20.97194559,86.18252363,755022,"Korai, Jajpur District, Odisha, 755022, India"
7350,Odisha,Keonjhar,Telkoi,Telkoi,1039266,CHC building,Telkoi,29-Nov-19,Medical ,Community Health Centre,21.3641878,85.40256213,758019,"Community Health Centre, Telkoi, Telkoi, Kendujhar District, Odisha, 758019, India"
7351,Odisha,Keonjhar,Telkoi,Telkoi,1039266,CHC Telkoi,Telkoi,16-Dec-19,Medical ,Community Health Centre,21.36605814,85.40291979,758019,"Community Health Centre, Telkoi, Telkoi, Kendujhar District, Odisha, 758019, India"
7352,Odisha,Mayurbhanj,Sukruli,Begunabindha,119506,Community Health Centre ,Beguniabindha ,09-Mar-20,Medical ,Community Health Centre,21.92576174,85.85993872,757039,"CHC, Sukruli, Raruan, Mayurbhanj District, Odisha, 757039, India"
7353,Odisha,Keonjhar,Harichandanpur,Bhagamunda 1,130315,CHC,Bhagamunda,15-Dec-19,Medical ,Community Health Centre,21.26700124,85.87647774,758028,"PHC, Bhagamunda, NH720, Harichandanpur, Kendujhar District, Odisha, 758028, India"
7354,Odisha,Cuttack,Cuttack,Bentakar,125581,community health center,bentkar,04-Dec-19,Medical ,Community Health Centre,20.40937671,85.93745466,754112,"PHC, Bentkar, Canal Road, Khapuria, Cuttack, Cuttack Sadar, Cuttack District, Odisha, 754112, India"
7355,Odisha,Cuttack,Cuttack,Bentakar,125581,community health centre,bentakar,24-Apr-20,Medical ,Community Health Centre,20.40942162,85.93751491,754112,"Cuttack Sadar, Cuttack District, Odisha, 754112, India"
7356,Odisha,Sundargarh,Bonaigarh,S Bolang,929493,chc,S Balanga,27-Feb-20,Medical ,Community Health Centre,21.71057442,84.8101201,770001,"Tikaetpali, Sundargarh District, Odisha, India"
7357,Odisha,Ganjam,Polasara,Belagam,121030,BLOOD BANK,POLASARA,07-Dec-19,Medical ,Community Health Centre,19.69867537,84.81675737,761105,"Community Health Centre, Polosara, Budhamba Buguda Road, Polasara, Ganjam District, Odisha, 761105, India"
7358,Odisha,Ganjam,Polasara,Belagam,121030,Community Health Center ,Polasara ,07-Dec-19,Medical ,Community Health Centre,19.69838218,84.8166095,761105,"Community Health Centre, Polosara, Budhamba Buguda Road, Polasara, Ganjam District, Odisha, 761105, India"
7359,Odisha,Ganjam,Belguntha,Bellaguntha,123136,Community Health Centre Bellaguntha,Bellaguntha,28-Nov-19,Medical ,Community Health Centre,19.88262162,84.63746321,761119,"CHC Bellaguntha, Banka Bazar, Bellaguntha, Ganjam District, Odisha, 761119, India"
7360,Odisha,Sonepur,Binika,Sankara,950535,Beded Hospital,Sankara,11-Dec-19,Medical ,Bedded Hospital,20.99349514,83.75901738,767019,"Binka, Binika, Subarnapur District, Odisha, 767019, India"
7361,Odisha,Cuttack,Tangi Choudwar,Berhampur,126327,CHC Berhampur,Berhampur Athgarh,20-Nov-19,Medical ,Community Health Centre,20.49599842,85.76163381,754006,"Khuntuni, Cuttack District, Odisha, 754006, India"
7362,Odisha,Kandhamal,K.Nuagaon,Sarangagada,955917,Community Health Center,Sarangagada,06-Mar-20,Medical ,Community Health Centre,20.22533349,84.12702148,762112,"MDR15, Paburia, Sarangagarh, Kandhamal District, Odisha, 762112, India"
7363,Odisha,Angul,Kishorenagar,Dimirimunda,303064,Cummunity Health Centre,"Rajkishorenagar, Angul",13-Dec-19,Medical ,Community Health Centre,20.961865,84.47032667,759127,"SubCentre,Kishorenagar, Kishorenagar, Angul District, Odisha, 759127, India"
7364,Odisha,Balangir,Saintala,Saintala,938073,Warehouse ,Saintala ,03-Mar-20,Medical ,Community Health Centre,20.44521428,83.34519921,767032,"Community Health Centre, Saintala, NH26, Saintala, Balangir District, Odisha, 767032, India"
7365,Odisha,Balangir,Saintala,Saintala,938073,Community Health Center Saintala,Saintala ,04-Dec-19,Medical ,Community Health Centre,20.44532938,83.34453043,767032,"Community Health Centre, Saintala, NH26, Saintala, Balangir District, Odisha, 767032, India"
7366,Odisha,Cuttack,Banki,Santarapur alias Subarnapur,944476,Community Health Center,"Sarandagada, Subarnaur",30-Nov-19,Medical ,Community Health Centre,20.44819103,85.59843291,754202,"PHC, Subarnapur, Haldia Talabasta Road, Banki, Cuttack District, Odisha, 754202, India"
7367,Odisha,Sundargarh,Lefripada,Sargipali,958200,CHC,Sargipali,03-Dec-19,Medical ,Community Health Centre,22.05522005,83.9126968,770021,"Lephripara, Sundargarh District, Odisha, 770021, India"
7368,Odisha,Nayagarh,Odagaon,Saranakul,955822,CHC SARANKUL ,SARANKUL ,25-Nov-19,Medical ,Community Health Centre,20.02923066,85.0812478,752081,"Community Health Center, Odagoan, SH21, Nayagarh, Sarankul, Nayagarh, Nayagarh District, Odisha, 752081, India"
7369,Odisha,Cuttack,Cuttack,Sasola,961911,bedded hospital,Sasola,30-Apr-20,Medical ,Bedded Hospital,20.37410996,85.89166969,754001,"Primary Health Centre, NH16, Cuttack, Cuttack (M.Corp.) P.S, Cuttack District, Odisha, 754001, India"
7370,Odisha,Gajapati,Gumma,Serango,972907,serango Christin Hospital,sarango,23-Jan-20,Medical ,Bedded Hospital,19.0041078,84.04378798,761207,"Serango, Gajapati District, Odisha, 761207, India"
7371,Odisha,Ganjam,Rengailunda,Keluapalli,532110,C H C Keluapalli ,Keluapalli ,23-Nov-19,Medical ,Community Health Centre,19.21024611,84.80903354,760003,"Golanthara, Ganjam District, Odisha, 760003, India"
7372,Odisha,Sundargarh,Rajgangpur,Keshramal,535679,Dalmia ocl eye centre,keshramal,12-Dec-19,Medical ,Bedded Hospital,22.21979588,84.60078581,770017,"L.V Prasad Eye Hospital, Sambalpur - Sundargarh - Rourkela Highway, Rajgangpur, Sundargarh, Sundargarh District, Odisha, 770017, India"
7373,Odisha,Jajpur,Badachana,Siha,989501,Govt Ayurvedic Hospital,Siha,23-Dec-19,Medical ,Bedded Hospital,20.71505167,86.03983833,755023,"chandikhole to salapada, Badachana, Jajpur District, Odisha, 755023, India"
7374,Odisha,Sambalpur,Jujumura,jujumura,472410,Community Health Centre Jujomura,"AT/PO- Jujomura, Dist- Sambalpur,  Odisha ",05-Jan-20,Medical ,Community Health Centre,21.23510427,84.12906069,768105,"Jujomura, Sambalpur District, Odisha, India"
7375,Odisha,Dhenkanal,Bhuban,Jiral,466734,Community Health Center,Jiral,20-Nov-19,Medical ,Community Health Centre,20.86189811,85.67504654,759023,"Market, Kamakhyanagar-Jiral Road, Mahulpal, Kamakshyanagar, Dhenkanal District, Odisha, 759023, India"
7376,Odisha,Keonjhar,Jhumpura,Jhumpura,465532,CHC Jhumpura,Jhumpura,19-Nov-19,Medical ,Community Health Centre,21.8217722,85.57582837,758031,"Jhumpura, Kendujhar District, Odisha, 758031, India"
7377,Odisha,Ganjam,Seragada,Sheragada,980608,Community Health Centre,Sheragada,24-Nov-19,Medical ,Community Health Centre,19.51905216,84.60474659,761106,"CHC, Sheragada, SH36, Seragad, Ganjam District, Odisha, 761106, India"
7378,Odisha,Mayurbhanj,Betnati,Sathilo,963004,Betnoti CHC,At-Sathilo-Po-B-Sathilo District-Mayurbhanj,03-Dec-19,Medical ,Community Health Centre,21.74281573,86.85076251,757025,"CHC, Betnoti, NH18, Baisinga, Betanati, Mayurbhanj District, Odisha, 757025, India"
7379,Odisha,Malkangiri,Kudumuluguma,Jodamba,467722,CHC,jodbo,04-Oct-20,Medical ,Community Health Centre,18.24481945,82.28557782,764052,"Jodamba, Malkangiri District, Odisha, India"
7380,Odisha,Balangir,Titilagarh,Kholan,559368,beaded hospital ,kholan ,21-Nov-19,Medical ,Bedded Hospital,20.23213551,83.07782265,767066,"Titlagarh, Balangir District, Odisha, 767066, India"
7381,Odisha,Balangir,Titilagarh,Kholan,559368,Central Health Mission,Kholan,26-Nov-19,Medical ,Community Health Centre,20.23223921,83.07792125,767066,"Titlagarh, Balangir District, Odisha, 767066, India"
7382,Odisha,Rayagada,Rayagada,Jimidipeta,466415,Community Health Centre,"Jemadeipentho, Rayagada, Rayagada",09-Dec-19,Medical ,Community Health Centre,19.04043315,83.42847672,765002,"Seskhal, Rayagada District, Odisha, 765002, India"
7383,Odisha,Cuttack,Nischintakoili,Kalarbanka,487408,Anadi Samant Memorial Hospital,Kalarabanka,07-Dec-19,Medical ,Community Health Centre,20.37376,86.13695667,754134,"Kishannagar, Cuttack District, Odisha, 754134, India"
7384,Odisha,Kalahandi,Bhawanipatna,Kamthana,498482,T B HOSPITAL KAMTHANA ,KAMTHANA ,29-Jan-20,Medical ,Bedded Hospital,19.968925,83.13404833,766011,"SH16, Sadar, Kalahandi District, Odisha, 766011, India"
7385,Odisha,Puri,Kanas,Kanas,499650,KANAS CHC Building,KANAA,20-Feb-20,Medical ,Community Health Centre,20.00403833,85.6451,752017,"CHC, Kanas, Naya Jagannath Sadak, Gadisagada, Puri District, Odisha, 752017, India"
7386,Odisha,Rayagada,Kalyansinghpur,K Singpur,474935,Communitie Health Center K Singpur,K Singpur,07-Dec-19,Medical ,Community Health Centre,19.50943731,83.31115511,765016,"CHC, kalyan singh Pur, SH45, Kalyanasingpur, Rayagada District, Odisha, 765016, India"
7387,Odisha,Rayagada,Kalyansinghpur,K Singpur,474935,Communitie Health  Center k Singpur,K Singpur,07-Dec-19,Medical ,Community Health Centre,19.50947371,83.31121806,765016,"CHC, kalyan singh Pur, SH45, Kalyanasingpur, Rayagada District, Odisha, 765016, India"
7388,Odisha,Jharsuguda,Kolabira,Kolabira,572715,Community health center,Kolabira,22-Nov-19,Medical ,Community Health Centre,21.80336425,84.1610303,768213,"CHC, Kolabira, Bilaspur - Kharagpur Highway, Kolabira, Jharsuguda District, Odisha, 768213, India"
7389,Odisha,Ganjam,Chhatrapur,Kaliipalli,489616,sub center,kalipali,12-Dec-19,Medical ,Community Health Centre,19.29543543,84.92483206,761002,"NH516A, Badaputi, Chamakhandi, Ganjam District, Odisha, 761002, India"
7390,Odisha,Puri,Styabadi,Kanjia,504120,CHC Sakhigopa,Kanjia,09-Dec-19,Medical ,Community Health Centre,19.94581464,85.82009504,752014,"Sakhigopal, Satyabadi, Puri District, Odisha, 752014, India"
7391,Odisha,Nuapara,Sinpalli,Kapsi,508768,Community Health Center Sinapali,Sinapali,03-Dec-19,Medical ,Community Health Centre,20.10014928,82.67446557,767030,"Chalna, Sinapali, Nuapada District, Odisha, India"
7392,Odisha,Angul,Kaniha,Kaniha,503490,chic kaniha,kaniha,18-Dec-19,Medical ,Community Health Centre,21.09327044,85.0538742,759117,"CHC, Kaniha, NH53, N.T.P.C., Angul District, Odisha, 759117, India"
7393,Odisha,Ganjam,Kukudakhandi,Kukudakhandi,593978,Community Health Centre,kukudakhandi,29-Nov-19,Medical ,Community Health Centre,19.39416962,84.74943817,761100,"Primary Health Centre, Kukudakhandi, NH59, Ratnapur, Brahmapur Sadar, Ganjam District, Odisha, 761100, India"
7394,Odisha,Boudh,Kantamal,Kantamal,506521,Community Health centre at Kantamal,Kantamal ,10-Dec-19,Medical ,Community Health Centre,20.6527295,83.74979333,762017,"Government Hospital, Kantamal, SH41, Manamunda, Boudh District, Odisha, 762017, India"
7395,Odisha,Rayagada,Kashipur,Kasipur,520700,CHC  kasipur,Kasipur,15-Dec-19,Medical ,Community Health Centre,19.35689731,83.11407982,765015,"Government Hospital, Kashipur, SH44, Kashipur, Rayagada District, Odisha, 765015, India"
7396,Odisha,Cuttack,Narsinghpur,Jodum,468099,Community Health Center jodum,Jodum,28-Nov-19,Medical ,Community Health Centre,20.53048646,84.94475264,754032,"Jorum Hospital, Kamaladih Narasinghpur Road, Zillinda, Narasinghpur, Cuttack District, Odisha, 754032, India"
7397,Odisha,Dhenkanal,Kankadahad,Kankadahad,504342,Health and wellness centre Kankadahad,Kankadahad Dhenkanal,20-Nov-19,Medical ,Bedded Hospital,21.06797529,85.56999647,759028,"Kankadahad, Dhenkanal District, Odisha, 759028, India"
7398,Odisha,Mayurbhanj,Bangiriposi,Kanjiasol,504149,Kanjiasole Hospital,Kanjiasole,06-Dec-19,Medical ,Bedded Hospital,22.10741312,86.52205728,757032,"PHC, Kanjiasole, NH49, Bangiriposi, Mayurbhanj District, Odisha, 757032, India"
7399,Odisha,Balasore,Jaleswar,Kalika,489642,CHC Hatigarh ,kalika,21-Nov-19,Medical ,Community Health Centre,21.90044593,87.19443941,756033,"CHC, Hatigarh, Raibania, Baleshwar District, Odisha, 756033, India"
7400,Odisha,Kendrapara,Kendrapara,Kapaleswar,507909,District Main Medical Kendrapara,Kendrapara,02-Mar-20,Medical ,Community Health Centre,20.50262297,86.42498705,754200,"Kendrapara, Kendrapara District, Odisha, 754200, India"
7401,Odisha,Mayurbhanj,Kaptipada,Kaptipada,508847,Community Health Center ,Kaptipada ,07-Dec-19,Medical ,Community Health Centre,21.51667512,86.52815592,757040,"Kaptipada CHC, Kalo Dam Rd, Kaptipada, Mayurbhanj District, Odisha, 757040, India"
7402,Odisha,Mayurbhanj,Kaptipada,Kaptipada,508847,drug ware house ,kaptipada ,27-Apr-20,Medical ,Community Health Centre,21.5165046,86.52810312,757040,"Kaptipada CHC, Kalo Dam Rd, Kaptipada, Mayurbhanj District, Odisha, 757040, India"
7403,Odisha,Balangir,Bangomunda,Sindhekella,993736,CHC sindhekella,sindhekella,21-Nov-19,Medical ,Community Health Centre,20.22725701,82.9385376,767035,"CHC, Sindhekela, SH42, Sindhekala, Sindhekela, Balangir District, Odisha, 767035, India"
7404,Odisha,Kalahandi,Lanjigarh,Jagannathpur,439890,Bedanta Hospital ,Jagannathpur,08-Feb-20,Medical ,Bedded Hospital,19.6875044,83.36350654,766027,"SH45, Lanjigarh, Kalahandi District, Odisha, 766027, India"
7405,Odisha,Sundargarh,Koira,Kalta,492893,medical ,Sail Hospital at Kalta,28-Feb-20,Medical ,Community Health Centre,21.96846211,85.21996097,770048,"Kalta Hospital, NH520, Kalta, Koida, Sundargarh District, Odisha, 770048, India"
7406,Odisha,Keonjhar,Anandapur,Jalasuan,445967,Homopathic dispensary Jalasuan,Jalasuan,11-Dec-19,Medical ,Community Health Centre,21.14627029,86.14386907,758043,"Sainkul, Kendujhar District, Odisha, 758043, India"
7407,Odisha,Bargarh,Sohella,Sohela,1002911,CHC,Sohela,13-Dec-19,Medical ,Community Health Centre,21.29959804,83.40275378,768033,"Government Hospital, Sohella, NH126, Sohela, Bargarh District, Odisha, 768033, India"
