Sr. No.,STATE_NAME,DISTRICT_NAME,BLOCK_NAME,HABITATION_NAME,HAB_CODE,MASTER_FACILITY_DESC,ADDRESS,FILE_UPLOAD_DATE,MASTER_FACILITY_CATEGORY_NAME,SUB_CATEGORY,LATITUDE,LONGITUDE
5161,Kerala,Kozhikode,Panthalayani,Urallur,1077222,Govt Homeo Dispensery,Urallure,09-Sep-19,Medical ,Bedded Hospital,11.48113667,75.73104833
5162,Kerala,Thrissur,Chavakkad,Vadakkekad,1082227,chc,vadakekad,01-Nov-19,Medical ,Community Health Centre,10.66288728,76.00328401
5163,Kerala,Kollam,Kottarakkara,Vakkanadu,1085385,CHC Nedumoncavu,NEDUMONKAVU,29-Aug-19,Medical ,Community Health Centre,8.92929218,76.73771416
5164,Kerala,Thrissur,Pazhayannur,Pazhayannur Rd Junc,1215621,CHC,pazhayannur,01-Nov-19,Medical ,Community Health Centre,10.69381841,76.42511541
5165,Kerala,Palakkad,Ottappalam,Vaniyamkulam,1087632,PK DAS Medical college,vaniyamkulam,16-Sep-19,Medical ,Bedded Hospital,10.78248535,76.32755561
5166,Kerala,Palakkad,Mannarkkad,Vattambalam,1090347,Mother care hospital Vattambalam,Vattambalam,02-Oct-19,Medical ,Bedded Hospital,10.98399733,76.42430499
5167,Kerala,Pathanamthitta,Ranny,Vavolikandam,1090626,Sree Ayyappa Medical College,Kumaramperoor Thekkekkara PO,31-Aug-19,Medical ,Bedded Hospital,9.32376126,76.84413327
5168,Kerala,Kollam,Oachira,Vavvakkavu,1090633,Savm ayurevedha hospital,Vavvakavu,27-Sep-19,Medical ,Community Health Centre,9.102065663,76.52156348
5169,Kerala,Kollam,Kottarakkara,Veliyam Jn,1092937,YOGA KSHEMA HOSPITAL,VELIYAM,04-Sep-19,Medical ,Bedded Hospital,8.9143964,76.7662609
5170,Kerala,Kottayam,Pampady,Nariyanani,1194572,Sisilyamma memorial good Samaritan hospital ,Naryanani po kottayam ,17-Sep-19,Medical ,Bedded Hospital,9.585745,76.74115333
5171,Kerala,Wayanad,Panamaram,Nadavayal,1216107,CHC sub centre,nadavayal,05-Sep-19,Medical ,Community Health Centre,11.74268848,76.12027539
5172,Kerala,Kasaragod,Parappa,Kallar,1216254,Marys Hospital Malakallu,Malakallu,16-Oct-19,Medical ,Bedded Hospital,12.44407117,75.27591705
5173,Kerala,Kollam,Chittumala,Post Office Jn,863235,Capt mathews hospital,Mulavana,07-Sep-19,Medical ,Bedded Hospital,8.987115039,76.67817907
5174,Kerala,Pathanamthitta,Elanthur,Prakkanam,865071,community health center prakkanam,community health center prakkanam,16-Sep-19,Medical ,Community Health Centre,9.270861667,76.73502
5175,Kerala,Kasaragod,Karadka,Bovikanam,1216472,CHC,bovikanam,03-Sep-19,Medical ,Community Health Centre,12.50812016,75.09562126
5176,Kerala,Kollam,Chadayamangalam,Karalikonam,1217626,MINAR MISSION HOSPITAL,KARALIKONAM,04-Sep-19,Medical ,Bedded Hospital,8.888522498,76.83653522
5177,Kerala,Palakkad,Palakkad,KODUNTHIRAPULLY,1218397,Rajeev gandhi co operative hospital,kallekkad,05-Sep-19,Medical ,Bedded Hospital,10.77885333,76.60591167
5178,Kerala,Kollam,Chadayamangalam,Benglamkunnu Jn,1218529,COMMUNITY HEALTH CENTRE,NILAMEL,28-Aug-19,Medical ,Community Health Centre,8.826803151,76.87758727
5179,Kerala,Pathanamthitta,Konni,Mylapra part,1218898,govt homeo dispensary mylapra part,govt homeo dispensary mylapra part,28-Sep-19,Medical ,Community Health Centre,9.278945,76.79998333
5180,Kerala,Ernakulam,Pampakuda,Kaavum Bhagam,1205565,Government ayurvedic hospital,Government ayurvedic hospital kavumbhagam,15-Sep-19,Medical ,Bedded Hospital,9.893948361,76.59725974
5181,Kerala,Kollam,Chadayamangalam,Kariyam,1206565,medical,Arafa medical mission hospital,26-Sep-19,Medical ,Bedded Hospital,8.825234477,76.91581998
5182,Kerala,Malappuram,Areacode,Vettilapara south,1206769,urngattiri community health centre,vettilappara,25-Sep-19,Medical ,Community Health Centre,11.26606054,76.08641376
5183,Kerala,Kollam,Chittumala,Railway,1211613,KAYALVARATH AYURVEDA HOSPITAL,thekkevettilmukku,02-Oct-19,Medical ,Bedded Hospital,8.95017463,76.62267727
5184,Kerala,Idukki,Nedumkandom,Rajakkad,890977,Medical Mission hospital ,rajakad p o,27-Aug-19,Medical ,Bedded Hospital,9.964830824,77.09740209
5185,Kerala,Idukki,Nedumkandom,Rajakkad,890977,St Johns medical center,rajakad p o ,27-Aug-19,Medical ,Bedded Hospital,9.964062371,77.09796662
5186,Kerala,Alappuzha,Chengannur,Pandanadu east,1194772,CHC,"pantanad
cheganoor",26-Sep-19,Medical ,Community Health Centre,9.32432752,76.57659484
5187,Kerala,Thrissur,Anthikkad,anthikkad,1204462,medical,government hospital anthikad,03-Sep-19,Medical ,Bedded Hospital,10.45849833,76.12014
5188,Kerala,Alappuzha,Chengannur,Venmony yeram,1194823,Pvt hospital,Venmony,11-Oct-19,Medical ,Bedded Hospital,9.2531157,76.606721
5189,Kerala,Kannur,Payyanur,chattivayal,1194840,Kudumba Kshema Kendram,chattivayal,23-Sep-19,Medical ,Community Health Centre,12.2613,75.4378
5190,Kerala,Kannur,Payyanur,aravanchal,1194857,Max minds Rehabilitaton centre,aravanchal,02-Sep-19,Medical ,Bedded Hospital,12.19454667,75.28841
5191,Kerala,Kollam,Mukhathala,Thazhuthala Jn,1194904,CHANDRASENA MEMORIAL HOSPITAL,thazhuthala,15-Sep-19,Medical ,Bedded Hospital,8.87807463,76.67079238
5192,Kerala,Kottayam,Pampady,Kidangoor East,1204547,Little Lourdes mission hospital ,Kidagoor po kottayam ,27-Aug-19,Medical ,Bedded Hospital,9.683473333,76.61118
5193,Kerala,Kottayam,Vazhoor,Kothrapally,1204885,NSS Hospital,Koothrappalli PO Kottayam,29-Aug-19,Medical ,Bedded Hospital,9.499749276,76.63352276
5194,Kerala,Kottayam,Uzhavoor,Kurupunthara,1204719,Divine Hospital Kuruppanthara,Kuruppanthara P O Kottayam,25-Sep-19,Medical ,Bedded Hospital,9.73402,76.50604167
5195,Kerala,Kottayam,Vazhoor,Aniyarapadi,1204887,Royal Med Care Hospital,Karukachal PO Kottayam,31-Aug-19,Medical ,Bedded Hospital,9.507627008,76.63953158
5196,Kerala,Thrissur,Kodakara,Vendoor,1094084,esu hospital,vendore,23-Oct-19,Medical ,Bedded Hospital,10.43170299,76.2773636
5197,Kerala,Thrissur,Chalakkudy,Nambyarpady,1213485,Punarjani Oushadalayam,Punarjani Oushadalayam,24-Sep-19,Medical ,Community Health Centre,10.32301694,76.42075485
5198,Kerala,Ernakulam,Kothamangalam,Pallarimangalam,1194867,MGM hospital Adivadu,MGM hospital Adivadu,06-Oct-19,Medical ,Bedded Hospital,10.02775199,76.6591179
5199,Kerala,Alappuzha,Kanjikuzhy,Thankey,1213746,homeo,sree homeo dispensary,14-Sep-19,Medical ,Bedded Hospital,9.70351099,76.31449292
5200,Kerala,Palakkad,Ottappalam,VALLAPUZHA,1214607,madeena hospital,vallappuzha,08-Oct-19,Medical ,Bedded Hospital,10.8390282,76.25265704
5201,Kerala,Kollam,Mukhathala,Chanthapoor jn,1215368,C ACHUTHAMENON COOPERATIVE HOSPITAL,chenthapoor,14-Sep-19,Medical ,Bedded Hospital,8.89950538,76.65032692
5202,Kerala,Palakkad,Ottappalam,HOSPITAL JUNCTION,1215786,Ottappalam block panchayath community health centre Ambalappara,Hospital jn Ambalappara,15-Oct-19,Medical ,Community Health Centre,10.82977771,76.41792087
5203,Kerala,Thrissur,Thalikulam,Thalikkulam Beach Road Jn,1215911,kudamba arogya kendram,Thalikulam,27-Sep-19,Medical ,Community Health Centre,10.45102076,76.08953658
5204,Kerala,Thrissur,Ollukkara,NH Jn2,1214976,medical,peechi hospital,28-Sep-19,Medical ,Bedded Hospital,10.556025,76.3237
5205,Kerala,Kottayam,Pallom,French Mukku,1204370,Jeevan jyothi rehabilitation center,"malakunnam p o
kurichy
kottayam",05-Sep-19,Medical ,Bedded Hospital,9.494203333,76.53293333
5206,Kerala,Palakkad,S.K.Puram,Kavu Vatam,1215029,Cherpulassery CHC,Kavuvattam,05-Sep-19,Medical ,Community Health Centre,10.87836273,76.30973824
5207,Kerala,Thiruvananthapuram,Pothencode,Shasthavattam JN,1215435,KVM Hoapital,Perumkuzhi,04-Sep-19,Medical ,Bedded Hospital,8.63154408,76.81427671
5208,Kerala,Thrissur,Anthikkad,Enamavukadavu,1204520,medical,aswamalika hospital,03-Sep-19,Medical ,Bedded Hospital,10.4785545,76.115005
5209,Kerala,Kottayam,Vazhoor,Manthuruthi,1204889,Devi Vilasam Ayurveda Champakkara Hospital,Manthuruthy PO Kottayam,31-Aug-19,Medical ,Bedded Hospital,9.513650453,76.63878391
5210,Kerala,Kottayam,Vazhoor,Fathima Matha Church Jn,1204896,MGDM Hospital,Devagiri PO Kottayam,30-Aug-19,Medical ,Bedded Hospital,9.529502559,76.67361089
5211,Kerala,Kottayam,Kanjirappally,Channaplavu,1205596,KARUNA BHAVAN MEDICAL CENTRE,KORUTHOD PO MUNDAKKAYAM ,05-Sep-19,Medical ,Bedded Hospital,9.47613562,76.95727423
5212,Kerala,Malappuram,Kuttippuram,Kanjippura,1205336,Ayur zone hospital,kadampuzha,22-Nov-19,Medical ,Bedded Hospital,10.93793362,76.04305905
5213,Kerala,Kottayam,Uzhavoor,Hospital Padi,1205351,Government Ayurveda Hospital ,Hospital Padi,28-Sep-19,Medical ,Bedded Hospital,9.821895361,76.60805225
5214,Kerala,Thrissur,Chowannur,Choondal Hospital Road,1205400,medical,hospital choondal,21-Oct-19,Medical ,Bedded Hospital,10.61711849,76.0946974
5215,Kerala,Malappuram,Kalikavu,Nalpathucent,1216799,FAMILY Health Centre,Chokkad,03-Oct-19,Medical ,Community Health Centre,11.2352255,76.35564957
5216,Kerala,Pathanamthitta,Pandalam,Eluvamthitta,1217350,bodhi hospital elavumthitta,bodhi hospital elavumthitta,17-Sep-19,Medical ,Bedded Hospital,9.26562,76.71051833
5217,Kerala,Thrissur,Thalikulam,Assan Rd Jun,1204652,samoohika arogya kendram,vadanapilly,29-Sep-19,Medical ,Community Health Centre,10.48434581,76.07233648
5218,Kerala,Kottayam,Uzhavoor,Ayinkombu,1204745,SREEKRISHNA Ayurveda Hospital ,Ayinkombu,04-Oct-19,Medical ,Bedded Hospital,9.777306318,76.69450521
5219,Kerala,Palakkad,Chittur,Elapully,1206002,bedded Taluk hospital Ellapully,Para Ellapully Road,23-Sep-19,Medical ,Bedded Hospital,10.75623333,76.74490333
5220,Kerala,Pathanamthitta,Elanthur,Karamveli,1206236,spanthana ayurveda hospital karamveli,spanthana ayurveda hospital karamveli,27-Sep-19,Medical ,Community Health Centre,9.313361667,76.72383667
5221,Kerala,Palakkad,Mannarkkad,manaladi,1206491,Vaisakh hospital Manaladi,Andippadam,10-Oct-19,Medical ,Bedded Hospital,11.00076187,76.46972521
5222,Kerala,Kollam,Chadayamangalam,Mannoor,1207095,Cooperative Hospital,MANNOOR,09-Sep-19,Medical ,Bedded Hospital,8.876820104,76.93862932
5223,Kerala,Kollam,Anchal,Ottakkal,1205677,GOVT AYURVEDIC HOSPITAL,OTTAKKAL,03-Sep-19,Medical ,Bedded Hospital,8.970657187,77.04555566
5224,Kerala,Palakkad,Nenmara,Valliyode,1206060,St Joseph hospital valliyode,valliyode,28-Sep-19,Medical ,Bedded Hospital,10.59632885,76.50143482
5225,Kerala,Thrissur,Ollukkara,Kallidukku,1207340,medical,peechis hospital,05-Sep-19,Medical ,Bedded Hospital,10.55467667,76.32428333
5226,Kerala,Kasaragod,Karadka,Bedakam,1216518,taluk headquarters hospital,bedadka,07-Oct-19,Medical ,Community Health Centre,12.46063681,75.16746655
5227,Kerala,Kasaragod,Karadka,Kuttikol,1216536,kuttikkol hospital,kuttikkol,17-Oct-19,Medical ,Bedded Hospital,12.47796682,75.21115103
5228,Kerala,Pathanamthitta,Pandalam,Venmoney,1216736,Medi care hospital,punthala po,25-Sep-19,Medical ,Bedded Hospital,9.24530637,76.65744259
5229,Kerala,Malappuram,Kalikavu,Pookkottumpadam west,1216804,Karunya Poly Clinics,Pookkottumpadam,26-Sep-19,Medical ,Bedded Hospital,11.24401134,76.29869372
5230,Kerala,Thrissur,Thalikulam,Puthukulangara,1217972,CHC,Pattukulangara,25-Oct-19,Medical ,Community Health Centre,10.35980652,76.11734225
5231,Kerala,Thiruvananthapuram,Chirayinkeezh,Thenguvila,1211801,GAD,Azhoor,23-Oct-19,Medical ,Bedded Hospital,8.643608333,76.81880333
5232,Kerala,Malappuram,Kalikavu,Sub Centre Road,1216935,Family Health Centre Chokkad,Kottapuzha,03-Oct-19,Medical ,Community Health Centre,11.23734319,76.31620965
5233,Kerala,Thrissur,Thalikulam,Valappadu Beach Road,1217271,chc,valapad,27-Sep-19,Medical ,Community Health Centre,10.40006929,76.11346325
5234,Kerala,Kollam,Anchal,Panachavilla,1214428,HOMEO DISPENSARY,PANACHAVILA,06-Oct-19,Medical ,Bedded Hospital,8.922966667,76.89789167
5235,Kerala,Ernakulam,Palluruthy,Chellanam ,1210789,Family Health Centre  ,Family Health Centre Chellanam ,02-Sep-19,Medical ,Community Health Centre,9.79811799,76.27838432
5236,Kerala,Kollam,Chittumala,Achalumoodu,1210975,PNNM HOSPITAL,ANCHALUMOODU,29-Aug-19,Medical ,Bedded Hospital,8.93692486,76.6044639
5237,Kerala,Kollam,Vettikkavala,Vilangara Salem Church,1218039,Areeckal Ayurmukthi,Vilangara,01-Oct-19,Medical ,Bedded Hospital,8.96171626,76.78850505
5238,Kerala,Pathanamthitta,Mallappally,Chungapara,1218675,shereena hospital,Shereena medical center chungapara PO,25-Sep-19,Medical ,Bedded Hospital,9.451898333,76.74641167
5239,Kerala,Pathanamthitta,Ranny,Mukkotuthara ,1212848,Assisi hospital,Assissi hospital mukkoottuthara po,12-Nov-19,Medical ,Bedded Hospital,9.448578915,76.87248117
5240,Kerala,Kollam,Anchal,Chillingplant,1214583,GOVT AYURVEDIC HOSPITAL,CHILLINGPLANT,14-Sep-19,Medical ,Bedded Hospital,8.932818333,76.93540333
5241,Kerala,Kottayam,Pampady,st marys cathedral,1205474,St marys hospital manarcadu ,Manarcad po kottayam ,09-Oct-19,Medical ,Bedded Hospital,9.599228333,76.58580833
5242,Kerala,Ernakulam,Pampakuda,koothattukulam,1205538,Devamatha hospital,Devamatha hospital koothattukulam,20-Oct-19,Medical ,Bedded Hospital,9.864236169,76.59343193
5243,Kerala,Pathanamthitta,Parakode,Mancode ,1209343,community health center vaazhapara,community health centervaazhapara,06-Sep-19,Medical ,Community Health Centre,9.121566667,76.87656667
5244,Kerala,Thiruvananthapuram,Vellanad,Nediyavila,1209425,Medical Mission Hospital ,Arasummood,17-Sep-19,Medical ,Bedded Hospital,8.546376728,77.06412901
5245,Kerala,Kollam,Chavara,Puthensanketham market,1210018,Parikkal ayureveda hospial,Puthensanketham,17-Sep-19,Medical ,Community Health Centre,8.989425987,76.56926508
5246,Kerala,Kollam,Chittumala,Kundara East Railway Station,1210454,ECHS polyclinc,Kundara,06-Sep-19,Medical ,Community Health Centre,8.965888945,76.67102905
5247,Kerala,Palakkad,Nenmara,NENMARA,1214751,govt hospital nenmara,nenmara,30-Sep-19,Medical ,Bedded Hospital,10.59322214,76.60069049
5248,Kerala,Palakkad,S.K.Puram,Katampazhipuram North,1214784,community Health center Katambazhipuram,Katambazhipuram,18-Oct-19,Medical ,Community Health Centre,10.87411774,76.44304016
5249,Kerala,Kollam,Mukhathala,Nallila,1214901,DR P NATARAJAN MEMORIAL HOSPITAL,nallila,14-Sep-19,Medical ,Bedded Hospital,8.9268378,76.7062794
5250,Kerala,Kollam,Oachira,Alumpedika,1215037,Chenamkara medical center,Alumpedika,28-Sep-19,Medical ,Bedded Hospital,9.118205908,76.48496888
5251,Kerala,Pathanamthitta,Mallappally,Vellayil,1217818,Government Homeo Hospital,Government Homeo Hospital Vellayil po thiruvalla,03-Sep-19,Medical ,Bedded Hospital,9.40441057,76.72519182
5252,Kerala,Pathanamthitta,Konni,Ootupara,1217920,ayurveda dispensary,government ayurveda dispensary kalleli,04-Sep-19,Medical ,Community Health Centre,9.204395,76.87892333
5253,Kerala,Thrissur,Mala,Kavanad road end,1218488,govt hospital,mala,26-Sep-19,Medical ,Bedded Hospital,10.24026165,76.27300438
5254,Kerala,Malappuram,Kalikavu,Maruthangal South,1218786,COMMUNITY HEALTH CENTRE,MARUTHINGAL HIGH SCHOOL PADI,15-Oct-19,Medical ,Community Health Centre,11.12286933,76.33713141
5255,Kerala,Thrissur,Ollukkara,OLD NH Rd jun,1219288,medical,life medical centre,28-Sep-19,Medical ,Bedded Hospital,10.552,76.309555
5256,Kerala,Thrissur,Mullassery,Mullasserry,1219524,Samoohika arogya kendram,Mullassery,25-Sep-19,Medical ,Community Health Centre,10.54316907,76.08041312
5257,Kerala,Thrissur,Mathilakam,Murugan,1216037,medical,bedded hospital,17-Sep-19,Medical ,Bedded Hospital,10.40066779,76.11816823
5258,Kerala,Pathanamthitta,Pandalam,Kulanada,1216091,pathanamthitta district co operative hospital,pathanamthitta district co operative hospital kulanada po,17-Oct-19,Medical ,Bedded Hospital,9.24363606,76.67347559
5259,Kerala,Pathanamthitta,Pandalam,Kulanada,1216091,medical trust hospital,medical trust hospital kulanada po,17-Oct-19,Medical ,Bedded Hospital,9.23978026,76.67240247
5260,Kerala,Kasaragod,Parappa,Poodamkallu,1216256,Community Health Center Panathady,Poodamkallu,17-Oct-19,Medical ,Bedded Hospital,12.41408849,75.23939725
5261,Kerala,Malappuram,Kalikavu,Kalikavu,1216624,DAYA HOSPITAL,Kalikavu,05-Oct-19,Medical ,Bedded Hospital,11.17120055,76.32094439
5262,Kerala,Malappuram,Kalikavu,Kalikavu,1216624,Al salama Hospital,Kalikavu,05-Oct-19,Medical ,Community Health Centre,11.16976379,76.32378198
5263,Kerala,Kollam,Anchal,Kunnumpuram Towers college jn,1214775,STJOSEPHMISSIONHOSPITAL,COLLEGE JN ANCHAL,12-Nov-19,Medical ,Bedded Hospital,8.92752178,76.91822796
5264,Kerala,Kollam,Anchal,Chantha mukku,1214777,ANCHAL HOSPITAL,ANCHAL,15-Sep-19,Medical ,Bedded Hospital,8.9281772,76.9093846
5265,Kerala,Kannur,Kallyassery,Narath,1219748, Govt health centre,Narath,03-Sep-19,Medical ,Community Health Centre,11.95991248,75.38895292
5266,Kerala,Kollam,Mukhathala,Ezhamkutty esi,1215296,ESI HOSPITAL,ESI JN,15-Sep-19,Medical ,Bedded Hospital,8.95002568,76.66352208
5267,Kerala,Malappuram,Vengara,Vengara,1215345,al salama hospital,vengara,18-Oct-19,Medical ,Bedded Hospital,11.051033,75.97870979
5268,Kerala,Palakkad,Thrithala,NORTH KAKKATTIRI,1218558,health centre,kakkattiri,03-Oct-19,Medical ,Community Health Centre,10.78622067,76.10985788
5269,Kerala,Thrissur,Mathilakam,Kunjeni Malabar Road,1216062,chc,edavilang,30-Sep-19,Medical ,Community Health Centre,10.24024435,76.1697293
5270,Kerala,Kasaragod,Karadka,Bandadka,1216530,Deepa Hospital,Bandadka,17-Oct-19,Medical ,Bedded Hospital,12.50169001,75.26693683
5271,Kerala,Kannur,Panoor,Chokli Town,1219794,hospital,chokli,03-Sep-19,Medical ,Bedded Hospital,11.73073667,75.55794667
5272,Kerala,Thiruvananthapuram,Nemom,Santhummoola,1219894,Parvathi Bedded Hospital,Santhummoola,31-Aug-19,Medical ,Bedded Hospital,8.48759655,77.0365464
5273,Kerala,Kollam,Sasthamkotta,Panapatty Devi teple,1219930,ESI poruvazhiyi,Esi jn,05-Sep-19,Medical ,Community Health Centre,9.066268334,76.63892943
5274,Kerala,Thiruvananthapuram,Athiyannur,vaavamoola,1220119,GOVT AYURVEDA HOSPITAL ,Vaavamoola,09-Oct-19,Medical ,Bedded Hospital,8.410198842,76.98869141
5275,Kerala,Palakkad,Mannarkkad,Alanallur,1220273,Alanallur Community health centre,Alanallur,23-Sep-19,Medical ,Community Health Centre,11.0092681,76.34387381
5276,Kerala,Kollam,Kottarakkara,Chovvaliur,1220498,ESI,Kareepra,18-Sep-19,Medical ,Bedded Hospital,8.95670847,76.72134882
5277,Kerala,Malappuram,Kalikavu,Thuvoor kammanam Jn,1216666,GRACE HOSPITAL,Kamanam,20-Nov-19,Medical ,Bedded Hospital,11.11168733,76.28202819
5278,Kerala,Kollam,Vettikkavala,Mercy hospital,1216834,GANDHI BHAVAN,VALAKOM,24-Aug-19,Medical ,Community Health Centre,8.96417025,76.83448041
5279,Kerala,Kollam,Vettikkavala,Mercy hospital,1216834,Mercyhospital,Valakom,24-Sep-19,Medical ,Bedded Hospital,8.96419174,76.83467082
5280,Kerala,Kollam,Oachira,Edakkulangara jn,1217534,Amc hospital,Veluthamanel,24-Sep-19,Medical ,Bedded Hospital,9.06869747,76.55005138
5281,Kerala,Kollam,Vettikkavala,Pinnatin mukal,1217968,Ayurvedha Dispensory,Pinattin mmood,01-Oct-19,Medical ,Bedded Hospital,8.95227385,76.78865107
5282,Kerala,Kollam,Kottarakkara,Meeyannoor,1218068,AZEEZIA MEDICAL COLLEGE,MEEYANOOR,02-Sep-19,Medical ,Bedded Hospital,8.89044965,76.7368954
5283,Kerala,Kollam,Sasthamkotta,Chakkuvally Junction,1219386,PRASHANTHI HOSPITAL,CHAKKUVALLY,05-Sep-19,Medical ,Bedded Hospital,9.08786979,76.63048877
5284,Kerala,Kollam,Sasthamkotta,Kuttiyil,1219418,LIFE CARE HOSPITAL,kuttiyil,06-Sep-19,Medical ,Bedded Hospital,9.04119847,76.59872523
5285,Kerala,Kollam,Sasthamkotta,Aattupuram Jn,1219543,COMMUNITY HEALTH CRNTRE,MYNAGAPALLY,06-Sep-19,Medical ,Community Health Centre,9.03159636,76.58238809
5286,Kerala,Kollam,Anchal,Ayiraneloor,1214649,ESTATE HOSPITAL,AYIRANELOOR,24-Oct-19,Medical ,Bedded Hospital,8.97756,76.970625
5287,Kerala,Thiruvananthapuram,Athiyannur,Thanponkala Rd,1219866,ANUPAMA HOSPITAL ,KANJIRAMKULAM ,15-Oct-19,Medical ,Bedded Hospital,8.357941071,77.05030058
5288,Kerala,Thrissur,Puzhakkal,Chittilappalli Jn3,1219916,hospital,amala medical college,24-Oct-19,Medical ,Bedded Hospital,10.56286752,76.16831435
5289,Kerala,Kannur,Kallyassery,Kavanissery ,1219713,St martin de porres hospital,cherukunnu,17-Sep-19,Medical ,Bedded Hospital,11.9942601,75.31351748
5290,Kerala,Kollam,Kottarakkara,Paruthyara shekthram,1220533,Govt ayoorvedha dispensary,Paruthiyara,04-Sep-19,Medical ,Bedded Hospital,8.93074475,76.77138627
5291,Kerala,Pathanamthitta,Pandalam,Vallana Laxamveedu colony,1215760,community health center kurichimuttom,kurichimuttom p o,25-Sep-19,Medical ,Community Health Centre,9.29743931,76.66773559
5292,Kerala,Wayanad,Panamaram,Panamaram,1216128,CHC Panamaram,panamaram,03-Sep-19,Medical ,Community Health Centre,11.73806054,76.07066257
5293,Kerala,Palakkad,Thrithala,KARUKAPUTHUR,1220551,Daya medical centre,karukaputhur,05-Sep-19,Medical ,Bedded Hospital,10.73405657,76.16288911
5294,Kerala,Kollam,Chittumala,St.Antony Kurishadi,1211629,Taluk hospital,Kundara,06-Sep-19,Medical ,Bedded Hospital,8.970930554,76.67146078
5295,Kerala,Kasaragod,Parappa,Panathur,1216219,panathady grama panchayath hospital,panathur,16-Oct-19,Medical ,Bedded Hospital,12.45765747,75.35510918
5296,Kerala,Kasaragod,Karadka,Mulleria,1216451,karadukka grama panchayath family health centre,mulleria,07-Oct-19,Medical ,Community Health Centre,12.55163482,75.16164312
5297,Kerala,Kollam,Vettikkavala,Anchanam kuzhi,1216721,VETTIKKAVALA CO OPERATIVE HOSPITAL,ANJANMKUZHY,05-Sep-19,Medical ,Bedded Hospital,8.992143818,76.87060967
